patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_28_06,['Arable land' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180420T063852_29UPU_28_6,S2B_MSIL2A_20180421T114349_28_6,False,False
S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_78_68,['Coniferous forest' 'Inland waters'],train,Finland,S1A_IW_GRDH_1SDV_20180417T155012_34WFV_78_68,S2B_MSIL2A_20180417T102019_78_68,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_33,['Coniferous forest'],train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_1_33,S2A_MSIL2A_20180506T100031_1_33,False,False
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_08_44,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180225T064227_29SNC_8_44,S2B_MSIL2A_20180224T112109_8_44,False,False
S2A_MSIL2A_20170613T101031_N9999_R022_T33UUP_42_81,"['Broad-leaved forest' 'Industrial or commercial units' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Urban fabric']",train,Austria,S1B_IW_GRDH_1SDV_20170612T165809_33UUP_42_81,S2A_MSIL2A_20170613T101031_42_81,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_81_65,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180513_29UPU_81_65,S2A_MSIL2A_20170617T113321_81_65,False,False
S2B_MSIL2A_20180506T105029_N9999_R051_T31UER_82_43,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Belgium,S1A_IW_GRDH_1SDV_20180508T055029_31UER_82_43,S2B_MSIL2A_20180506T105029_82_43,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_34_80,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_34_80,S2B_MSIL2A_20180422T093029_34_80,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_24_08,"['Agro-forestry areas' 'Arable land' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_24_8,S2A_MSIL2A_20171002T112112_24_8,False,False
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_86_09,"['Agro-forestry areas' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180328T063419_29SNB_86_9,S2B_MSIL2A_20180326T112109_86_9,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_28_85,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_28_85,S2A_MSIL2A_20171002T112111_28_85,False,False
S2A_MSIL2A_20180526T100031_N9999_R122_T34WFU_80_01,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub'
 'Urban fabric']",train,Finland,S1B_IW_GRDH_1SDV_20180527T044737_34WFU_80_1,S2A_MSIL2A_20180526T100031_80_1,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_78_47,"['Broad-leaved forest' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_78_47,S2A_MSIL2A_20170701T093031_78_47,False,False
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_01_39,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180225T064227_29SNC_1_39,S2B_MSIL2A_20180224T112109_1_39,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_66_09,"['Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171122T063425_29SND_66_9,S2A_MSIL2A_20171121T112351_66_9,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_04_77,['Arable land' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_4_77,S2A_MSIL2A_20171121T112351_4_77,False,False
S2B_MSIL2A_20170718T115359_N9999_R023_T29UPB_02_49,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170715T181430_29UPB_2_49,S2B_MSIL2A_20170718T115359_2_49,False,False
S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_86_49,['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'],train,Belgium,S1A_IW_GRDH_1SDV_20170829T055029_31UER_86_49,S2B_MSIL2A_20170829T105019_86_49,False,False
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_90_15,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T154856_35VLJ_90_15,S2A_MSIL2A_20180205T100211_90_15,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_05_64,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_5_64,S2B_MSIL2A_20180421T100029_5_64,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_11_34,['Arable land' 'Inland wetlands'],train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_11_34,S2B_MSIL2A_20170914T093029_11_34,False,False
S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_36_12,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Marine waters' 'Urban fabric']",train,Finland,S1A_IW_GRDH_1SDV_20180514T161304_34VDM_36_12,S2B_MSIL2A_20180511T100029_36_12,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_12_07,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Natural grassland and sparsely vegetated areas']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_12_7,S2B_MSIL2A_20170911T092019_12_7,False,False
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_78_26,['Arable land'],train,Serbia,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_78_26,S2A_MSIL2A_20180430T094031_78_26,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_65_85,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180206T153231_35VPK_65_85,S2B_MSIL2A_20180204T94160_65_85,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_66_10,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_66_10,S2A_MSIL2A_20170701T093031_66_10,False,False
S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_24_01,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180514T161304_34VDM_24_1,S2B_MSIL2A_20180511T100029_24_1,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_64_10,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_64_10,S2B_MSIL2A_20170824T100019_64_10,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_46_84,['Arable land' 'Pastures'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043524_35ULA_46_84,S2B_MSIL2A_20170808T094029_46_84,False,False
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_15_84,"['Broad-leaved forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043845_34TFN_15_84,S2B_MSIL2A_20170911T092019_15_84,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNH_34_06,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180524T153951_35VNH_34_6,S2B_MSIL2A_20180525T94030_34_6,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_31_05,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180524T154041_35VNL_31_5,S2B_MSIL2A_20180525T094029_31_5,False,False
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_89_19,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_89_19,S2B_MSIL2A_20180502T093039_89_19,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_70_84,"['Inland wetlands' 'Mixed forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161125_35ULB_70_84,S2B_MSIL2A_20170927T94020_70_84,False,False
S2B_MSIL2A_20170924T093019_N9999_R136_T35UMA_40_03,"['Arable land' 'Complex cultivation patterns' 'Mixed forest'
 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170924T155419_35UMA_40_3,S2B_MSIL2A_20170924T93013_40_3,False,False
S2A_MSIL2A_20180529T115401_N9999_R023_T29UNB_47_82,['Inland waters' 'Inland wetlands'],train,Ireland,S1A_IW_GRDH_1SDV_20180529T181504_29UNB_47_82,S2A_MSIL2A_20180529T115401_47_82,False,False
S2B_MSIL2A_20180127T102259_N9999_R065_T34VDN_09_76,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180126T161302_34VDN_9_76,S2B_MSIL2A_20180127T102259_9_76,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_00_17,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20180515T182713_29SND_0_17,S2B_MSIL2A_20180515T112110_0_17,False,False
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_02_42,['Complex cultivation patterns' 'Mixed forest' 'Pastures'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_2_42,S2A_MSIL2A_20180508T104031_2_42,False,False
S2A_MSIL2A_20180529T115401_N9999_R023_T29UNB_05_87,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20180529T181504_29UNB_5_87,S2A_MSIL2A_20180529T115401_5_87,False,False
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_50_10,['Arable land' 'Complex cultivation patterns'],train,Serbia,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_50_10,S2A_MSIL2A_20171208T093351_50_10,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_56_83,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_56_83,S2B_MSIL2A_20180515T112110_56_83,False,False
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_42_90,['Inland waters'],train,Finland,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_42_90,S2B_MSIL2A_20170924T093019_42_90,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_73_88,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_73_88,S2B_MSIL2A_20180201T093219_73_88,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_19_00,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_19_0,S2B_MSIL2A_20180421T100030_19_0,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_20_06,"['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_20_6,S2B_MSIL2A_20170808T094029_20_6,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_06_59,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_6_59,S2A_MSIL2A_20171015T095031_6_59,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_84_83,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170819T044013_34WFS_84_83,S2B_MSIL2A_20170817T101019_84_83,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_34_03,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest' 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_34_3,S2A_MSIL2A_20171121T112351_34_3,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_57_89,['Coniferous forest' 'Mixed forest' 'Pastures' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_57_89,S2A_MSIL2A_20180506T100031_57_89,False,False
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_35_08,['Arable land' 'Natural grassland and sparsely vegetated areas' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_35_8,S2B_MSIL2A_20171112T114339_35_8,False,False
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_02_89,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180225T064227_29SNC_2_89,S2B_MSIL2A_20180224T112109_2_89,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_62_12,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_62_12,S2B_MSIL2A_20180521T100029_62_12,False,False
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_80_35,['Broad-leaved forest' 'Complex cultivation patterns'],train,Serbia,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_80_35,S2A_MSIL2A_20171208T093351_80_35,False,False
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_81_45,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_81_45,S2A_MSIL2A_20180413T095031_81_45,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_82_86,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_82_86,S2B_MSIL2A_20180220T114339_82_86,False,False
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_00_87,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180225T064227_29SNC_0_87,S2B_MSIL2A_20180224T112109_0_87,False,False
S2A_MSIL2A_20180526T100031_N9999_R122_T34WFU_77_84,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180526T045642_34WFU_77_84,S2A_MSIL2A_20180526T100031_77_84,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_02_42,"['Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_2_42,S2B_MSIL2A_20180220T114339_2_42,False,False
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_45_81,['Broad-leaved forest' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171221T064303_29SND_45_81,S2A_MSIL2A_20171221T112501_45_81,False,False
S2A_MSIL2A_20171002T094031_N9999_R036_T34TCR_67_84,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20170929T045327_34TCR_67_84,S2A_MSIL2A_20171002T94032_67_84,False,False
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_35_80,['Broad-leaved forest' 'Complex cultivation patterns'],train,Serbia,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_35_80,S2B_MSIL2A_20180502T093039_35_80,False,False
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_03_06,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_3_6,S2B_MSIL2A_20170709T094029_3_6,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_29_00,['Arable land' 'Industrial or commercial units' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_29_0,S2B_MSIL2A_20170824T100019_29_0,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_12_66,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_12_66,S2A_MSIL2A_20171002T112111_12_66,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_37_03,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_37_3,S2A_MSIL2A_20170704T112111_37_3,False,False
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_13_05,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180225T064227_29SNC_13_5,S2B_MSIL2A_20180224T112109_13_5,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_35_08,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_35_8,S2A_MSIL2A_20170701T093031_35_8,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_24_02,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064659_29UPU_24_2,S2A_MSIL2A_20170617T113321_24_2,False,False
S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_88_29,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180420T161328_34VDN_88_29,S2A_MSIL2A_20180419T101031_88_29,False,False
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_82_14,['Arable land'],train,Serbia,S1B_IW_GRDH_1SDV_20171206T163254_34TCR_82_14,S2B_MSIL2A_20171206T094349_82_14,False,False
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_87_39,"['Agro-forestry areas' 'Arable land' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170812T182647_29SNC_87_39,S2A_MSIL2A_20170813T112121_87_39,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_04_67,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_4_67,S2B_MSIL2A_20170906T101020_4_67,False,False
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_34_79,['Broad-leaved forest' 'Complex cultivation patterns'],train,Luxembourg,S1A_IW_GRDH_1SDV_20171016T055031_31UGR_34_79,S2B_MSIL2A_20171015T104009_34_79,False,False
S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_87_42,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180415T160451_35VLG_87_42,S2A_MSIL2A_20180413T95032_87_42,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_35_80,"['Broad-leaved forest' 'Coniferous forest'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_35_80,S2B_MSIL2A_20180422T093029_35_80,False,False
S2B_MSIL2A_20171219T095409_N9999_R079_T33TXN_06_37,['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'],train,Austria,S1B_IW_GRDH_1SDV_20171220T050912_33TXN_6_37,S2B_MSIL2A_20171219T095409_6_37,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_71_05,['Arable land' 'Inland waters' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_71_5,S2A_MSIL2A_20171002T112112_71_5,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_05_06,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20180422T044556_34TEQ_5_6,S2B_MSIL2A_20180422T093029_5_6,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_81_58,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180525T153234_35VNK_81_58,S2B_MSIL2A_20180525T94030_81_58,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_33_81,['Arable land' 'Coniferous forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_33_81,S2A_MSIL2A_20170617T113321_33_81,False,False
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_28_10,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20180327T064301_29SNB_28_10,S2B_MSIL2A_20180326T112109_28_10,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_78_32,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_78_32,S2B_MSIL2A_20170906T101020_78_32,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_40_10,['Arable land' 'Coniferous forest'],train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_40_10,S2B_MSIL2A_20170930T095019_40_10,False,False
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_80_38,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Belgium,S1A_IW_GRDH_1SDV_20180225T055027_31UER_80_38,S2B_MSIL2A_20180225T105019_80_38,False,False
S2A_MSIL2A_20180509T101031_N9999_R022_T34VDR_88_60,"['Marine waters' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180509T160543_34VDR_88_60,S2A_MSIL2A_20180509T101031_88_60,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_87_00,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T042417_35VNJ_87_0,S2A_MSIL2A_20171101T94132_87_0,False,False
S2A_MSIL2A_20180529T115401_N9999_R023_T29UNB_19_84,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20180529T181504_29UNB_19_84,S2A_MSIL2A_20180529T115401_19_84,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_89_08,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_89_8,S2B_MSIL2A_20180204T094159_89_8,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_88_47,"['Agro-forestry areas'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_88_47,S2A_MSIL2A_20171002T112112_88_47,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33UWQ_04_60,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165111_33UWQ_4_60,S2B_MSIL2A_20180421T100030_4_60,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_81_79,['Agro-forestry areas' 'Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171122T063450_29SND_81_79,S2A_MSIL2A_20171121T112351_81_79,False,False
S2B_MSIL2A_20170725T100029_N9999_R122_T35WPR_19_86,['Coniferous forest' 'Inland wetlands'],train,Finland,S1B_IW_GRDH_1SDV_20170725T151656_35WPR_19_86,S2B_MSIL2A_20170725T100029_19_86,False,False
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_78_25,['Arable land'],train,Serbia,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_78_25,S2A_MSIL2A_20180430T094031_78_25,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_60_80,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180524T042416_35VNK_60_80,S2B_MSIL2A_20180525T94030_60_80,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_46_90,['Agro-forestry areas' 'Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_46_90,S2A_MSIL2A_20171002T112111_46_90,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_35_87,"['Agro-forestry areas' 'Broad-leaved forest'
 'Complex cultivation patterns' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_35_87,S2A_MSIL2A_20171002T112111_35_87,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_20_04,['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWM_20_4,S2B_MSIL2A_20180421T100030_20_4,False,False
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXQ_22_90,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXQ_22_90,S2B_MSIL2A_20170831T95030_22_90,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_89_64,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170905T044916_34VDN_89_64,S2B_MSIL2A_20170906T101019_89_64,False,False
S2B_MSIL2A_20180522T093029_N9999_R136_T35VPJ_03_76,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180523T043321_35VPJ_3_76,S2B_MSIL2A_20180522T093029_3_76,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_43_12,"['Broad-leaved forest' 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEP_43_12,S2B_MSIL2A_20170914T093029_43_12,False,False
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_58_84,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170613T044822_34VER_58_84,S2A_MSIL2A_20170613T101032_58_84,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_02_64,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_2_64,S2B_MSIL2A_20180521T100029_2_64,False,False
